track_name,artist,release_date,popularity,track_id,preview_url,album,danceability,energy,valence,tempo,liveness,loudness,speechiness,acousticness,instrumentalness
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,2001-12-04,73,2mKouqwAIdQnMP43zxR89r,https://p.scdn.co/mp3-preview/2fd506314ddfbd97f9ef780215c658c3dd680c8b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Jealous Ones Still Envy (J.O.S.E),0.835,0.707,0.919,93.955,0.108,-5.074,0.0598,0.0219,2.19e-05
"Whenever, Wherever",Shakira,2001-11-13,76,2lnzGkdtDj5mtlcOW2yRtG,https://p.scdn.co/mp3-preview/93dc52d836150fba41afeb6df2e9167875c7d8fb?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Laundry Service,0.794,0.832,0.871,107.657,0.203,-4.862,0.0407,0.237,1.14e-05
U Remind Me,USHER,2001-08-07,71,2QsZVnbWVSjKMXK6K3uRBL,https://p.scdn.co/mp3-preview/df188beb4f88284a6b4db41a7d8a7f8ab4150ac9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,8701,0.657,0.629,0.726,93.985,0.254,-4.938,0.0782,0.194,0.0
Wherever You Will Go,The Calling,,75,5QpaGzWp0hwB5faV8dkbAz,https://p.scdn.co/mp3-preview/8b0fe841dac27e19dd6b26b8f480f39c96891350?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Camino Palmero,0.558,0.719,0.371,112.027,0.115,-5.113,0.0267,0.0367,0.0
Hit 'Em Up Style (Oops!),Blu Cantrell,2001-01-18,70,4zYTZvtcww7OWKie7fxA9E,https://p.scdn.co/mp3-preview/4333958c016bc4acb6809c78c4af3575f50e85b1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,So Blu,0.667,0.773,0.667,89.976,0.404,-4.983,0.0586,0.201,0.0
I'm a Slave 4 U,Britney Spears,2001-10-31,70,6ldwfK0yWgTAlmIfuQkTYN,https://p.scdn.co/mp3-preview/411aec589673bde64084922356db7fd5f19cd871?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Britney (Digital Deluxe Version),0.847,0.843,0.963,110.027,0.107,-3.579,0.106,0.415,0.000134
Short Skirt / Long Jacket,CAKE,2001-07-24,64,3OOFEF20WqtsUPcRbPY3L7,https://p.scdn.co/mp3-preview/ac3673123affeea07a4c09a570f14fd358710f8f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Comfort Eagle,0.771,0.809,0.886,120.038,0.0252,-10.029,0.0461,0.003,0.0223
Differences,Ginuwine,2001-04-03,65,0Uyh92tLyb9JawG8lmWCzJ,https://p.scdn.co/mp3-preview/315004b74f73d6087fa08da2c91e1cd83e847157?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Life,0.562,0.594,0.423,62.876,0.311,-4.578,0.0558,0.318,0.0
Rock The Boat,Aaliyah,2001-07-07,65,0qvlhVNm7L5IWabWF5hlEL,https://p.scdn.co/mp3-preview/640d947b85ae0d74d5184b0833aa50198bdec60c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Aaliyah,0.637,0.725,0.415,92.99,0.203,-5.073,0.0333,0.0702,0.00438
Get the Party Started,P!nk,,69,02jcEwywffn3Tsb48fXmlW,https://p.scdn.co/mp3-preview/8d0a2dd9c081c59db027f235d8baf1a2cec602c1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,M!ssundaztood (Expanded Edition),0.802,0.903,0.96,128.93,0.173,-3.267,0.046,0.0011,0.0
Get Ur Freak On,Missy Elliott,2001-05-14,67,6zsk6uF3MxfIeHPlubKBvR,https://p.scdn.co/mp3-preview/f19dd549102d98201b80c44fac4c185f9327fbdc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Miss E... So Addictive,0.797,0.75,0.74,177.87,0.095,-9.369,0.247,0.533,0.108
Survivor,Destiny's Child,2001-05-01,68,2Mpj1Ul5OFPyyP4wB62Rvi,https://p.scdn.co/mp3-preview/a0cbac2664d8cc005454d3a5b2e27878a62e1edd?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Survivor,0.514,0.911,0.619,161.109,0.775,-2.027,0.41,0.0559,0.0
Everywhere,Michelle Branch,2001-07-31,64,1u0l8zWpQeMYStFkc2mLD7,https://p.scdn.co/mp3-preview/c19460dcc25199f4514c2f08fa912668b18dd921?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Spirit Room,0.523,0.828,0.476,96.952,0.165,-4.696,0.0762,0.0136,0.000255
When It's Over - David Kahne Main,Sugar Ray,2001-06-12,60,5ZsPy9wHH733NlU6c4v2Hi,https://p.scdn.co/mp3-preview/05715a56d98f0c36ea81ef22f7f2419791929d75?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Sugar Ray,0.675,0.775,0.933,99.945,0.383,-5.772,0.0522,0.0387,0.0
I'm Real (feat. Ja Rule) - Murder Remix,Jennifer Lopez,2001-01-23,65,6MLsahMK3VvH9NUwXOktdS,https://p.scdn.co/mp3-preview/c8d95895d36ce386499c37c27df7fdc9a775bdd5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,J.Lo,0.708,0.587,0.554,83.46,0.0718,-7.93,0.151,0.273,0.0
Dance With Me,112,,64,6uRH1qMz30ZBwwUG0IYE5s,https://p.scdn.co/mp3-preview/2351f86def51c7b05274252306cd676354630482?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Part III,0.912,0.511,0.611,101.628,0.0442,-6.365,0.203,0.0259,0.0
Try Again,Aaliyah,2001-07-07,65,6Wnlq1Pu3I0BajLvxn05Vr,https://p.scdn.co/mp3-preview/56911cf78e208152d45512ca5cd570fdfa7aa657?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Aaliyah,0.794,0.662,0.683,93.053,0.0937,-4.913,0.249,0.0789,0.0
U Don't Have to Call,USHER,2001-08-07,61,5PCJldueshnwqQVjS16543,https://p.scdn.co/mp3-preview/81d24f3fc340563ff8339d8f5fdba6e3b8b67f15?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,8701,0.793,0.568,0.806,100.005,0.0304,-4.958,0.0459,0.0478,3.57e-05
Break Ya Neck,Busta Rhymes,2001-11-07,66,7gKgd0P3dAAePiSQQBqrlf,https://p.scdn.co/mp3-preview/e200c9a2e2ecace33e61bcdba98ced7c581c3e48?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Genesis,0.82,0.809,0.737,83.011,0.0613,-6.759,0.251,0.443,0.00175
Peaches & Cream,112,,60,2SLZ2rX5773RS16mcqBxG7,https://p.scdn.co/mp3-preview/d7f3a0ce93128f70e47040a93af1432a9afe7878?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Part III,0.677,0.52,0.768,203.862,0.0532,-6.255,0.334,0.00277,0.0
Just Like a Pill,P!nk,,67,1BpV8IGf4XsRRJf4Xuui9q,https://p.scdn.co/mp3-preview/76b5d4f5b13faf54aab7dba4dc1c7a4ea681b0d4?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,M!ssundaztood (Expanded Edition),0.689,0.774,0.25,102.054,0.0941,-4.528,0.0278,8.72e-05,0.0
Caring Is Creepy - 2021 Remaster,The Shins,2001-06-19,59,1d1Uc9yNUMvUb0RbakGDt0,https://p.scdn.co/mp3-preview/5129037eec4dcb7b0992522fc79e053d52b02edf?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"Oh, Inverted World (20th Anniversary Remaster)",0.407,0.776,0.508,95.075,0.188,-6.184,0.0372,0.023,8.34e-06
Rock Your Body,Justin Timberlake,2002-11-04,79,1AWQoqb9bSvzTjaLralEkT,https://p.scdn.co/mp3-preview/a4cdd210220f23d31a2b5d113500ffc9af2cbe9d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Justified,0.892,0.714,0.817,100.972,0.0521,-6.055,0.141,0.201,0.000234
The Scientist,Coldplay,2002-08-27,85,75JFxkI2RXiU7L9VXzMkle,https://p.scdn.co/mp3-preview/cb283ce76eeee06a724b942d36a140cc088dd50f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,A Rush of Blood to the Head,0.557,0.442,0.213,146.277,0.11,-7.224,0.0243,0.731,1.46e-05
Complicated,Avril Lavigne,2002-06-04,82,5xEM5hIgJ1jjgcEBfpkt2F,https://p.scdn.co/mp3-preview/34657059f6a40050f96e3cbf3d929aa595f5dd60?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Let Go,0.585,0.776,0.427,77.987,0.3,-5.898,0.0459,0.0572,7.74e-06
The Anthem,Good Charlotte,2002-10-04,75,0BRHnOFm6sjxN1i9LJrUDu,https://p.scdn.co/mp3-preview/8cd4772687e7c1ffcd4429c1f8dc73629f63e67c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Young and The Hopeless,0.494,0.939,0.893,177.751,0.139,-3.127,0.126,0.00666,0.0
Sk8er Boi,Avril Lavigne,2002-06-04,77,00Mb3DuaIH1kjrwOku9CGU,https://p.scdn.co/mp3-preview/7891901b2270cc8ef724f64db5bb97be081329d6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Let Go,0.487,0.9,0.484,149.937,0.358,-4.417,0.0482,6.79e-05,0.0
Clocks,Coldplay,2002-08-27,82,0BCPKOYdS2jbQ8iyB56Zns,https://p.scdn.co/mp3-preview/f7af250125a083c8212e4b7dd508a12c12aeac37?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,A Rush of Blood to the Head,0.577,0.749,0.255,130.97,0.183,-7.215,0.0279,0.599,0.0115
Cry Me a River,Justin Timberlake,2002-11-04,75,7Lf7oSEVdzZqTA0kEDSlS5,https://p.scdn.co/mp3-preview/6d55ea590f690f42992ab1a91aea064d0d334d73?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Justified,0.624,0.654,0.564,73.898,0.104,-6.582,0.183,0.577,0.0
Obsesion,Aventura,2002-06-01,76,65H6t1WQBim6q93yM8fEwn,https://p.scdn.co/mp3-preview/fc9c4e31536a1e7f9584ce8c97be295b7de9bac9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,We Broke The Rules,0.804,0.56,0.768,133.682,0.0608,-6.912,0.0397,0.416,0.0
I'm with You,Avril Lavigne,2002-06-04,76,1jlG3KJ3gdYmhfuySFfpO1,https://p.scdn.co/mp3-preview/b5ea35e1e3d74a99fb72ee4b486f94c87c4d1acd?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Let Go,0.457,0.406,0.208,151.95,0.117,-7.462,0.0291,0.08,0.0
I'm Just a Kid,Simple Plan,2002-03-19,71,6otiaV2fagE3s8IvP6WkwG,https://p.scdn.co/mp3-preview/6aff03beae0370a806e35a01ba828ef774620fa8?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",0.527,0.834,0.422,110.065,0.0993,-5.531,0.0447,0.00107,0.000102
Unwell,Matchbox Twenty,2002-11-01,69,6Bm6qUCSatPAqkQllFL7oA,https://p.scdn.co/mp3-preview/c91c26fff80f7b96e9f546cf83b55a000392222c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,More Than You Think You Are,0.256,0.788,0.429,80.718,0.707,-5.263,0.0403,0.0298,0.0
Drift Away,Uncle Kracker,2002-07-09,65,0RFgvrhkf9FiDRLA0BhzpZ,https://p.scdn.co/mp3-preview/526c702c941ef38cf6dcdc4b66a7c2b7c4c7f69f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,No Stranger to Shame,0.583,0.66,0.861,151.956,0.0979,-5.078,0.0377,0.181,0.0
Work It,Missy Elliott,2002-11-12,68,3jagJCUbdqhDSPuxP8cAqF,https://p.scdn.co/mp3-preview/590b9c7307f4a3856128aa8d83f749548b81c8e5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Under Construction,0.884,0.677,0.584,101.868,0.0732,-5.603,0.283,0.0778,0.0
The Taste of Ink,The Used,2002-06-25,64,5jZ1Z2GFTf2gwmFc3qiUxs,https://p.scdn.co/mp3-preview/af1c9267a12c9b4295af9456ce6a75147949c1b3?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Used,0.541,0.904,0.541,98.122,0.193,-3.001,0.0435,0.00143,0.0
Enseñame a Olvidar,Aventura,2002-06-01,73,79MlVxKj43tDISSISiVHJM,https://p.scdn.co/mp3-preview/913b05112ee837555326853e36fa6ca6aad8ee0c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,We Broke The Rules,0.781,0.491,0.913,124.971,0.0972,-8.793,0.0444,0.471,0.0
Lifestyles of the Rich & Famous,Good Charlotte,2002-10-04,66,2g2a5kDeZexbUTD8abcvm6,https://p.scdn.co/mp3-preview/7ff079e72d91222fb89f4972a792f47bb85023a1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Young and The Hopeless,0.62,0.93,0.609,106.22,0.0686,-3.685,0.0374,0.00043,0.0
In My Place,Coldplay,2002-08-27,75,2nvC4i2aMo4CzRjRflysah,https://p.scdn.co/mp3-preview/601677ed6c8fa893554bd225a488aa21d5181730?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,A Rush of Blood to the Head,0.424,0.588,0.193,144.636,0.298,-5.455,0.0278,0.0553,4.95e-06
Mariposa Traicionera - 2020 Remasterizado,Maná,,70,2zLLGT8WWT1dl73TlVL9qs,https://p.scdn.co/mp3-preview/7edad98114e09e33359b4bc253a328a23cc1368d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Revolución De Amor (2020 Remasterizado),0.811,0.784,0.925,100.989,0.097,-4.669,0.0345,0.544,0.000131
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,2002-11-26,69,0YImOCkIJ2PWhCXaURCZnY,https://p.scdn.co/mp3-preview/f9c37797c6aaf348026d20b455a6c773a0b1d0bc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,It Ain't Safe No More. . .,0.648,0.759,0.518,85.996,0.648,-4.315,0.306,0.0142,0.0
I'd Do Anything,Simple Plan,2002-03-19,63,4uVjbl6daCwjhDur7qLddu,https://p.scdn.co/mp3-preview/24d6ca353598d92a4938ef30e6dc252771ae6a9b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",0.395,0.917,0.563,169.088,0.261,-6.86,0.133,0.00143,0.0
Perfect,Simple Plan,2002-03-19,69,4j3X4KX8rURekAVIFUhI23,https://p.scdn.co/mp3-preview/c93e339eefc83c451c830a04494886655819bb8f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"No Pads, No Helmets...Just Balls (15th Anniversary Tour Edition)",0.494,0.672,0.557,156.208,0.105,-4.877,0.0405,0.0273,0.0
Move Your Feet,Junior Senior,2002-04-03,67,4DX82Vc8qAH4jJPvKxvwg6,https://p.scdn.co/mp3-preview/d2b6f4c1711d2984ef20ac39a244f947c671b6b2?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,D-D-Don't Don't Stop the Beat,0.747,0.904,0.846,118.877,0.203,-2.623,0.0803,0.046,0.106
Toxic,Britney Spears,2003-11-13,84,6I9VzXrHxO9rA9A5euc8Ak,https://p.scdn.co/mp3-preview/6de2791f84c1d637a0e24734b6df3997cc742da4?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,In The Zone,0.774,0.838,0.924,143.04,0.242,-3.914,0.114,0.0249,0.025
Crazy In Love (feat. Jay-Z),Beyoncé,2003-06-24,78,5IVuqXILoxVWvWEPm82Jxr,https://p.scdn.co/mp3-preview/023ccc9c406cafc5a3e3b4dd524b9092b45dacbf?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Dangerously In Love,0.646,0.77,0.681,99.165,0.0715,-6.596,0.226,0.00249,0.0
If I Ain't Got You,Alicia Keys,2003-12-02,83,3XVBdLihbNbxUwZosxcGuJ,https://p.scdn.co/mp3-preview/2d1fd54c4a4147b43e1eb79c00380e36818a2546?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Diary Of Alicia Keys,0.609,0.444,0.166,118.402,0.104,-9.129,0.106,0.603,6.86e-06
Are You Gonna Be My Girl,Jet,2003-09-15,77,305WCRhhS10XUcH6AEwZk6,https://p.scdn.co/mp3-preview/cd8bc93c853849caa21fe05bc4b6f1b097e8aabc?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Get Born,0.606,0.957,0.603,105.105,0.14,-3.404,0.0814,0.00117,0.000295
Mientes Tan Bien,Sin Bandera,2003-10-01,77,072YgF7J2clpY8DsWOpEri,https://p.scdn.co/mp3-preview/05a2ddf1cb7094d505309671a625ee35c49e6385?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,De Viaje,0.607,0.188,0.486,135.896,0.109,-15.084,0.0326,0.895,1.79e-06
Sway,Michael Bublé,,72,2ajUl8lBLAXOXNpG4NEPMz,https://p.scdn.co/mp3-preview/39732c76bb3185ef06d76b5b521326ca5750bf0c?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Michael Bublé,0.713,0.639,0.737,125.959,0.0878,-5.529,0.0313,0.753,0.0
Baby Boy (feat. Sean Paul),Beyoncé,2003-06-24,67,4WY3HyGXsWqjFRCVD6gnTe,https://p.scdn.co/mp3-preview/37ba481ac4415f51185a2a27520857d4e346bc05?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Dangerously In Love,0.655,0.488,0.791,91.025,0.221,-9.17,0.22,0.0825,1.16e-06
Can't Take My Eyes off You,Frankie Valli,2003-01-14,68,6ft9PAgNOjmZ2kFVP7LGqb,https://p.scdn.co/mp3-preview/939506d451586f6be13d48a3f7cb980ac5f996be?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Very Best of Frankie Valli & The 4 Seasons,0.575,0.764,0.536,123.821,0.0692,-7.448,0.0746,0.566,1.07e-05
White Flag,Dido,2003-09-03,60,3adnLFXKO5rC1lhUNSeg3N,https://p.scdn.co/mp3-preview/e3098eea079dbc53ae580e0013ce917fc2266cfa?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Life For Rent,0.509,0.538,0.284,170.111,0.091,-6.835,0.0379,0.306,5.03e-06
I Don't Want to Be,Gavin DeGraw,2003-07-21,62,4vl2zwXsTmAxgu9iY0g6UK,https://p.scdn.co/mp3-preview/5580cfd3b1ecc2fc414a677b78684a2fa966e567?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Chariot,0.423,0.862,0.462,154.756,0.133,-5.13,0.0695,0.00806,0.0
Such Great Heights - Remastered,The Postal Service,2003-02-19,63,4G21jWo0Cm6lOIUNnZ2mUI,https://p.scdn.co/mp3-preview/45f0aeb4db4490ac81aa4f5b74525a7e6bc5b500?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Give Up (Deluxe 10th Anniversary Edition),0.644,0.808,0.175,174.98,0.0652,-7.268,0.0513,0.0467,0.187
You Don't Know My Name,Alicia Keys,2003-12-02,66,6LGwYMXXgURfaequXipzHx,https://p.scdn.co/mp3-preview/5085de47c7adeea90dbc59489a907a674d3761b5?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Diary Of Alicia Keys,0.264,0.663,0.249,167.078,0.342,-8.264,0.187,0.59,0.00443
Grand Theft Autumn / Where Is Your Boy,Fall Out Boy,2003-05-06,63,3JOdLCIBzQYwHIvpN3isVf,https://p.scdn.co/mp3-preview/fa587f5aa697bda8ef6fd598cf9894c6e86a901d?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Take This to Your Grave,0.628,0.886,0.72,135.45,0.275,-3.805,0.0608,0.000706,0.0
Until the Day I Die,Story Of The Year,2003-09-16,63,0DKNNR9iDjwfCEpMiFXMJq,https://p.scdn.co/mp3-preview/66b512464b3890341a231cd851b6dafebe48ff54?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Page Avenue,0.597,0.931,0.534,92.003,0.0504,-4.591,0.0984,0.127,0.0
Frontin' (feat. JAY-Z) - Club Mix,Pharrell Williams,2003-08-19,63,0iFOG4Ki9aDmJUYUFHQlPG,https://p.scdn.co/mp3-preview/af6cfc28a73e672b86216733e771085d2a231ce9?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Neptunes Present... Clones,0.894,0.404,0.759,102.009,0.0801,-5.913,0.13,0.453,1.57e-06
Que Lloro,Sin Bandera,2003-10-01,74,62clthR0fZmLbxeqxVJatQ,https://p.scdn.co/mp3-preview/4f4ab53f96e1043ebb9a250a7f78d7775f30ebf0?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,De Viaje,0.593,0.415,0.323,139.948,0.117,-9.774,0.03,0.754,4.86e-06
Naughty Girl,Beyoncé,2003-06-24,63,0YGQ3hZcRLC5YX7o0hdmHg,https://p.scdn.co/mp3-preview/91f9a0fc0759da59823abb0c00673ef86a8f204e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Dangerously In Love,0.588,0.461,0.659,200.053,0.0913,-8.686,0.161,0.237,1.54e-05
So Gone,Monica,,61,6BIcjFZIVDZxNAcofRFPx4,https://p.scdn.co/mp3-preview/9be2c4326103294bae9b2a79b515885a66ab15ad?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,After The Storm,0.618,0.552,0.586,81.975,0.252,-6.863,0.0981,0.176,0.0
100 Years,Five For Fighting,,62,2lFlveK1y13WWp3vnQtrr3,https://p.scdn.co/mp3-preview/252cc0ba7be30a7fdb06b7c6e6ce51a410e8afba?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,The Battle for Everything,0.643,0.569,0.275,120.507,0.178,-7.459,0.0276,0.544,2.17e-05
"Me, Myself and I",Beyoncé,2003-06-24,60,6XsT5UGfpaFeHQf5LRIy4W,https://p.scdn.co/mp3-preview/572ecfb77d4092c39c86c72616f961de042b3d1a?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Dangerously In Love,0.75,0.458,0.536,83.61,0.137,-9.092,0.0803,0.226,3.25e-05
The Boys of Summer,The Ataris,2003-03-04,62,5BmagRD7Thki6O1zZwbxBy,https://p.scdn.co/mp3-preview/d2c1625d1512f0fb0e8d1e6cbdaaafeb404820d2?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,"So Long, Astoria",0.251,0.954,0.264,191.059,0.0975,-2.879,0.0691,0.000674,0.000132
Yeah! (feat. Lil Jon & Ludacris),USHER,2004-03-23,84,5rb9QrpfcKFHM1EUbSIurX,https://p.scdn.co/mp3-preview/1eca1cb525c2b0df2ecba52f1105f139323e09a2?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Confessions (Expanded Edition),0.894,0.791,0.583,105.018,0.0388,-4.699,0.112,0.0183,0.0
Unwritten,Natasha Bedingfield,2004-08-30,87,3U5JVgI2x4rDyHGObzJfNf,https://p.scdn.co/mp3-preview/5559460cc3e2c5aa1eeea1c16cf838cecde326d8?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Unwritten,0.706,0.8,0.629,100.011,0.0822,-6.333,0.0399,0.00584,0.0
Since U Been Gone,Kelly Clarkson,2004-01-17,74,3xrn9i8zhNZsTtcoWgQEAd,https://p.scdn.co/mp3-preview/2bbd88b6a46fd986e9e4057756bcf5d876f14cfa?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Breakaway,0.662,0.741,0.404,131.0,0.114,-5.406,0.0334,0.00165,0.0303
My Boo,USHER,2004-03-23,80,68vgtRHr7iZHpzGpon6Jlo,https://p.scdn.co/mp3-preview/5391dafc63896270994d13c5fc501da0d149ef49?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Confessions (Expanded Edition),0.662,0.507,0.676,86.412,0.0465,-8.238,0.118,0.257,0.0
"1, 2 Step (feat. Missy Elliott)",Ciara,2004-09-27,76,7uKcScNXuO3MWw6LowBjW1,https://p.scdn.co/mp3-preview/ae77ad8cc38a152c786b2b2e32c34c6541e1f2f6?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Goodies,0.944,0.511,0.842,113.046,0.0379,-10.96,0.161,0.042,0.00107
Helena,My Chemical Romance,2004-06-08,77,5dTHtzHFPyi8TlTtzoz1J9,https://p.scdn.co/mp3-preview/647498327cb13c79d81b76492d63cb71be579eac?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Three Cheers for Sweet Revenge,0.356,0.96,0.0857,125.921,0.209,-3.487,0.104,0.0142,0.0
I'm Not Okay (I Promise),My Chemical Romance,2004-06-08,76,7lRlq939cDG4SzWOF4VAnd,https://p.scdn.co/mp3-preview/6c81f58d2b451d404fd885cb2dd1d88ef04db4ff?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Three Cheers for Sweet Revenge,0.21,0.94,0.255,179.722,0.269,-3.427,0.123,0.00602,0.0
Float On,Modest Mouse,2004-04-05,72,2lwwrWVKdf3LR9lbbhnr6R,https://p.scdn.co/mp3-preview/9241188a00b7ae5feb607bf10c21a067c83ed487?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Good News For People Who Love Bad News,0.649,0.888,0.553,100.975,0.0888,-4.807,0.0293,0.013,2.23e-06
Let Me Love You,Mario,2004-12-06,70,5WphWTUIfRe7x8NZss79cY,https://p.scdn.co/mp3-preview/ed72489ad21f4098dd054322abb5c59fb395f05b?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Turning Point,0.622,0.593,0.607,94.364,0.0979,-8.352,0.0916,0.163,0.0
1985,Bowling For Soup,,70,5oQcOu1omDykbIPSdSQQNJ,https://p.scdn.co/mp3-preview/28326a1495460231b371c04643fd2543f15968f1?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,A Hangover You Don't Deserve,0.606,0.887,0.903,119.974,0.337,-4.404,0.0598,0.000242,0.0
Rosas,La Oreja de Van Gogh,2004-05-10,70,06p2Ij0lXD45LODQDCov0u,https://p.scdn.co/mp3-preview/781fa06f34e6b34d8c306ae1a8a6de5bc654598e?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,París,0.783,0.693,0.528,106.991,0.109,-5.056,0.027,0.622,8.3e-06
Numb / Encore,JAY-Z,2004-11-30,78,5sNESr6pQfIhL3krM8CtZn,https://p.scdn.co/mp3-preview/2c6ac3619264942e7f194dc9eef4f96247338a82?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Numb / Encore: MTV Ultimate Mash-Ups Presents Collision Course,0.687,0.793,0.751,107.045,0.582,-4.254,0.166,0.0603,0.0
Confessions Part II,USHER,2004-03-23,70,7wBThXx7BGZHJJ3aN3OPvv,https://p.scdn.co/mp3-preview/857b4ee86c225fd300d04367caa162718a39834f?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Confessions (Expanded Edition),0.845,0.467,0.702,138.007,0.0694,-7.674,0.138,0.0586,0.0
Tú de Qué Vas,Franco De Vita,2004-04-28,79,66iygyOSvvoQQsKJ1vEXfT,https://p.scdn.co/mp3-preview/aa80623e8ab9aabad8de626df6908eac8b866a67?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Stop,0.607,0.629,0.567,80.11,0.203,-5.931,0.0316,0.405,0.0
Burn,USHER,2004-03-23,71,7z3N2W7Xz1t2G2sAO8wFVH,https://p.scdn.co/mp3-preview/a15cae966f178c01b964b77ba508302db778f4ea?cid=8c1fc0bc821a4d6bb1dc68c2a2d0af9f,Confessions (Expanded Edition),0.796,0.477,0.685,119.928,0.12,-7.161,0.108,0.314,0.0
